ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"3057","Habibies","#Israel",2020-08-31 16:11:47.0,"Flight 971 from Israel to the UAE has just landed at Abu Dhabi Airport in AbuDhabiThis was the 1st ever commercial flight from Israel to the UAE and the first Israeli airline to fly over Saudi airspace The word Peace was written on the plane in Hebrew ", "0"
"3058","CAMERAorg","#Israel",2020-08-31 16:10:25.0,"Echoing radical antiIsrael activists  Islamists treatment of all Jewish presence in the Jews ancestral homeland as colonialist  therefore illegitimate AFPar mistranslates the word kibbutz as settlementCameraArabic", "0"
"3059","authorbtwomey","#Israel",2020-08-31 16:10:18.0,"RT authorbtwomey GBPCAD Weekly trade As Posted Short Anywhere or 17498 and 17509 to target 17291Close 17477 lows 17378Tr", "0"
"3060","authorbtwomey","#Israel",2020-08-31 16:10:08.0,"GBPCAD Weekly trade As Posted Short Anywhere or 17498 and 17509 to target 17291Close 17477 lows 17378Trade Runs  99 pips fx forex MondayMorning Election2020 Israel KAG", "0"
"3061","jon_david94","#Israel",2020-08-31 16:10:02.0,"Fantastic book by jackfairweather  incredible Auschwitz Israel Jewish Poland absolutely gripping Couldnt put the book down ", "0"
"3062","javieryearson","#Israel",2020-08-31 16:10:00.0,"RT InbarCohen13 Amazing Israels ElAl Airlines added the word peace in Arabic Hebrew and English to the plane that will be flying", "0"
"3063","GSFNetwork","#Israel",2020-08-31 16:09:41.0,"Israel UAE flight lands safely in AbuDhabi  F35 talks to be held ", "0"
"3064","Hend_Soli_Nova","#Israel",2020-08-31 16:09:36.0,"UAE has long been attacking Qatar over its warm ties with Israel with the aim to muster Arab support now UAEIsrael r hand in hand       ", "0"
"3065","NPSusa","#Israel",2020-08-31 16:09:35.0,"RT basemn63  Israel military boats chasing a Palestinian fishing boats in the territorial waters of Gaza sea today EndGazaSiege BD", "0"
"3066","IsraeliZara","#Israel",2020-08-31 16:09:33.0,"RT OstrovA Beautiful Children from UAE celebrating peace deal with Israel ahead of the historic delegation set to arrive in a few hou", "0"
"3067","firstmove","#Israel",2020-08-31 16:08:56.0,"Making history The first commercial flight between Israel and the UAE lands in AbuDhabi JDefteriosCNNreports the significance of the flight  who was on board ", "0"
"3068","clarinetwoman2","#Israel",2020-08-31 16:08:53.0,"RT ZLGold Curious that Israel would reopen Taba Xing into Egypts S Sinai right before the High Holidayswhen the country usually giv", "0"
"3069","IsraeliZara","#Israel",2020-08-31 16:08:53.0,"RT OstrovA HappeningNow Boarding of historic first flight from Israel to UAE Joining the flight from Ben Gurion Airport will also b", "0"
"3070","Rasputinish","#Israel",2020-08-31 16:08:32.0,"RT Rasputinish The Bombs of Israel continue to rain on Gaza while Muhammed binZayeed laughs with Netanyahu  Gantz ", "0"
"3071","Rasputinish","#Israel",2020-08-31 16:08:02.0,"Fact is v many of these proIsrael Groups in America who are specifically pro Likudled Govt of Serpentine netanyahu  whove Lobbied for patently unconstitutional antiBDS Laws in many US States are required to register as ForeignAgents cos of  from Jerusalem", "0"
"3072","IsraeliZara","#Israel",2020-08-31 16:07:42.0,"RT OstrovA And now historic ELALAIRLINES LY971 flight from Israel to UAE flying over Riyadh SaudiArabia ", "0"
"3073","Oliver_Miller70","#Israel",2020-08-31 16:07:30.0,"You can hold a Referendum4Palestine and let indigenous Arab Muslims jews and christian to choose their desirable state instead of displacing Palestinians and inviting foreign Jews to occupy more lands of Palestine Israel Act4Palestine UAEIsrael ", "0"
"3074","GouldsBlog","#Israel",2020-08-31 16:06:45.0,"Just wondering did anyone tell the British ambassador  Israel UAEIsrael ", "0"
"3075","CarlosMSilva969","#Israel",2020-08-31 16:06:13.0,"History before our eyesisraeluaedeal Israel israeluaepeacedeal ", "0"
"3076","Mr_AsieduSamuel","#Israel",2020-08-31 16:05:56.0,"RT AviHyman I took this today in Jerusalem The olive tree is listed as one of the SevenSpecies of Israel in the Bible The olive branch", "0"
"3077","mf_cohen","#Israel",2020-08-31 16:05:50.0,"marclamonthill even though you reject the indigenous identity and history of mizrahim  MENAJews We support the civil rights and history of Black Lives in the US maybe one day you will offer the same respect and acknowledgement of us until then AMIsraelChai ProudJew Israel", "0"
"3078","AntisemitismEye","#Israel",2020-08-31 16:05:22.0,"A good news report Israel and UAE in historic direct flight following peace deal  BBC News  via YouTube", "0"
"3079","TalOfer","#Israel",2020-08-31 16:05:07.0,"History in AbuDhabi today when an Israeli aircraft landed with representatives of Israels government who came to meet UAE counterparts israeluaedeal ", "0"
"3080","biblebusiness","#Israel",2020-08-31 16:04:46.0,"RT carmenlaberge Whats going on in BelarusProtest Japan China Turkey Russia the EU and Venezuela Get up to speed for the days", "0"
"3081","OigetitBreaking","#Israel",2020-08-31 16:04:35.0,"Breaking  A USIsraeli delegation led by Jared Kushner arrived Monday in Abu Dhabi on the historic first commercial flight from Tel Aviv to mark the normalisation of ties between the Jewish state and the UAERead more JaredKushner Israel ", "0"
"3082","citizensforBH","#Israel",2020-08-31 16:04:28.0,"Over seventy years of severed ties and refusing to talk havent brought us closer to peace It is thus time to try a new approach   Bahrain  Abudhabi UAEIsrael UAE Israel", "0"
"3083","weareafreeworld","#Israel",2020-08-31 16:04:11.0,"Any comment by EUinIsrael kschnurbein EGiaufretEU EUCommission  chrismonde Evangelische tazgezwitscher DIEZEIT derspiegel Apartheid Israel BDS ", "0"
"3084","AdonMadeon","#Israel",2020-08-31 16:03:50.0,"RT KyleWOrton More detailed report in Emirati media says it was a suspected gas blast in Abu Dhabi and a gas cylinder explosion in Du", "0"
"3085","dastan_project","#Israel",2020-08-31 16:02:56.0,"RT KayhanLife KayhanLifes TopStories for Monday Aug 31st 2020Visit  Follow KayhanLife on Instagram Fac", "0"
"3086","nachal_giyus86","#Israel",2020-08-31 16:02:51.0,"TelAviv to Abu Dhabi Direct  Passing Riyadh Saudi Arabia  A historic flight has just lifted out of TelAviv airportLY971 is the first Israeli flight with an Israeli flag will fly over Saudi Arabia israeluaepeacedeal Israel ElAl971 ", "0"
"3087","lardydog","#Israel",2020-08-31 16:02:50.0,"BBCWorld This is such good news after nearly 50 years of no communication between Israel and UAE  A positive piece of news  BBCWorld", "0"
"3088","SichongChen","#Israel",2020-08-31 16:02:45.0,"Habitat fragmentation affects seed dispersal differently across traits and scales The final paper produced from my postdoc appointment in Israel is out The intensive fieldwork was done in the Southern Judean Lowlands ItamarGiladi  ", "0"
"3089","IsraeliZara","#Israel",2020-08-31 16:02:10.0,"RT OstrovA PM netanyahu to make a public announcement at 615pm this evening on the occasion of Israels historic delegation landing", "0"
"3090","jacksonrichman","#Israel",2020-08-31 16:01:23.0,"RT JNSorg Historic flight from Israel arrives in UAE", "0"
"3091","orchardcitygal","#Israel",2020-08-31 16:01:22.0,"Never forget this moment It is the UAE Israel SaudiArabia and the UnitedStates who are actively engaged in ushering in Peace  ", "0"
"3092","shoaib9592","#Israel",2020-08-31 16:01:07.0,"Weldon UAEIsrael UAEIsrael ", "0"
"3093","MaeyCat","#Israel",2020-08-31 16:01:03.0,"RT ehanews BREAKINGJared Kushner says Israeli PM Netanyahu will soon talk to US President Trump about the possible sale of F35s to", "0"
"3094","kashaf12","#Israel",2020-08-31 16:01:00.0,"Quran Stretched Earth  Easy ReckoningUSA Torah Bible gospel NASA israel botany Science Islam JesusCalling jesustalk hillsong Heaven Earth hallelujah dailybible Doctors europe embryo RSS theology ARMageddon Space Astronomy Women  Earth studyplus ", "0"
"3095","AdvaVilchinski","#Israel",2020-08-31 16:00:51.0,"Im sad to hear about the demise of former president MukherjeeHe will always be remembered in Israel as a great leader and a friend He was the first Indian president that visited IsraelI had the privilege to serve in India during his presidency  MIBIndia ", "0"
"3096","citizensforBH","#Israel",2020-08-31 16:00:46.0,"This is also an important signal to Iran The Arab world  the West along with Israel jointly consider the IslamicRepublic to be the foremost threat to regional stability Bahrain  Abudhabi MiddleEast US UAEIsrael UAE ", "0"
"3097","weareafreeworld","#Israel",2020-08-31 16:00:22.0,"EUinIsrael eueeas coe EUCommission ARDTelAviv GerRepRamallah SZ chrismonde Evangelische derspiegel tazgezwitscher Shared values Noteworthy What do you think about hiding the truth Apartheid Israel BDS ", "0"
"3098","TeamMLucman","#Israel",2020-08-31 16:00:14.0,"RT BaaghiTV Israel to hold secret talks with many more Arab statesBaaghiTV Israel IsraelUAE AbuDhabi Arab", "0"
"3099","ZLGold","#Israel",2020-08-31 16:00:07.0,"Curious that Israel would reopen Taba Xing into Egypts S Sinai right before the High Holidayswhen the country usually gives its biannual DO NOT TRAVEL warning  ", "0"
"3100","GeologistMJ","#Israel",2020-08-31 15:59:52.0,"RT JerusalemPost BREAKING Israels initial flight plan to the UAE passes over Saudi Arabia despite lack of Saudi approvalSaudiAra", "0"
"3101","SherineT","#Israel",2020-08-31 15:59:33.0,"BBCWorld insistence that the Israel UAE agreement is a peace deal or even intended to bring peace in the region is baffling", "0"
"3102","daveschulz","#Israel",2020-08-31 15:59:20.0,"How to Criticize Israel Without Being Antisemitic   via honestreporting", "0"
"3103","daliaziada","#Israel",2020-08-31 15:59:14.0,"One More Step to Seal the UAEIsrael Deal  Emirates Israel UAEIsrael AbrahamAccords", "0"
"3104","1907nedim","#Israel",2020-08-31 15:59:10.0,"RT ElmasDean Eran Zahavi transfer to Fenerbahce depends probably on another deal  MuriqiVedat to OfficialSSLazio According to Sky", "0"
"3105","KaisDjelassi","#Israel",2020-08-31 15:59:06.0," What is clear in Peace deal between Israel  UAE is Israels interest normalizing relations with Arab states circling Iran  controlling Hormuz strait UAEs interest is less clear first step to Saudi BIG deal Qatar under threat Access to technology  investments", "0"
"3106","thefirstindia","#Israel",2020-08-31 15:58:58.0,"A USIsraeli delegation led by White House advisor Jared Kushner arrived Monday in Abu Dhabi on the historic first commercial flight from Tel Aviv to mark the normalisation of ties between the Jewish state and the UAEUAEIsrael UAE Israel USA AbuDhabi ", "0"
"3107","JNS_org","#Israel",2020-08-31 15:58:45.0,"Historic flight from Israel arrives in UAE", "0"
"3108","EwaEdyta","#Israel",2020-08-31 15:58:04.0,"With addition of explosions at restaurants or any other places It will probably be quite a complicated relationship UAE Israel ", "0"
"3109","EntreeCap","#Israel",2020-08-31 15:57:45.0,"LeumiTech mondaydotcom and EntreeCap have put together a website to enable organizations in Israel and the UnitedArabEmirates to start networking  add your details and help us all build a great community together ", "0"
"3110","UAEEmbassyBXL","#Israel",2020-08-31 15:57:38.0,"In line with the efforts to promote peace and stability the UAE received a combined US and Israel delegation with representatives from various fields ", "0"
"3111","TeamMLucman","#Israel",2020-08-31 15:56:57.0,"RT BaaghiTV The Israeli flight lands using the Saudi airspaceBaaghiTV UAE Israel IsraelUAE IsraeliPM", "0"
"3112","ElFloyo","#Israel",2020-08-31 15:56:51.0,"CCOT Are you a wonderHEBREW WORD STUDY  A WONDER  ISRAEL jcot RJC Jewish TeamIDF Shabbat Shalom Jews Jerusalem Antisemitism Christian Christianity TeamJesus", "0"
"3113","aeyal1","#Israel",2020-08-31 15:56:29.0,"LeumiTech  and EntreeCap have put together a website to enable organizations in Israel and the UnitedArabEmirates to start networking  add your details and help us all build a great community together ", "0"
"3114","jenny_aharon","#Israel",2020-08-31 15:55:41.0,"Call it a peace deal or call it normalisation the debate doesnt take away the immense gamechanger it represents to Israel UAE and the Middle East as a wholeUAEIsrael    ", "0"
"3115","clarinetwoman2","#Israel",2020-08-31 15:55:32.0,"RT ahramonline Israel says to discuss economics trade culture flights in UAE Al Arabiya ", "0"
"3116","Mavie04576291","#Israel",2020-08-31 15:55:10.0,"RT Sabaaneh The first commercial flight from Israel to the UAE is taking place ", "0"
"3117","religion_state","#Israel",2020-08-31 15:54:53.0,"When the time came for HS not one Hasidic institution in Bnei Brak would accept me because of my opinions People spat at me on the street  Israel", "0"
"3118","daveschulz","#Israel",2020-08-31 15:54:46.0,"Saudi Arabia downs Iranianbacked threat on eve of israeluaepeacedeal IsraelUAE flight  Iran Terror", "0"
"3119","ahramonline","#Israel",2020-08-31 15:54:33.0,"Israel says to discuss economics trade culture flights in UAE Al Arabiya ", "0"
"3120","thefeelingless","#Israel",2020-08-31 15:54:15.0,"Bharat Ratna Pranab Mukherjee1 First President of India who  visited Israel2Rejected 30mercy petitions as president3First former president of India to address a RSS EventPranabMukherjee pranabda ", "0"
"3121","CAIRNational","#Israel",2020-08-31 15:54:05.0,"CAIR Islamophobia Watch US proIsrael groups failed to disclose grants from Israeli governmentIslam Islamic BDS BDSmovement PalestineToday PalestineUN jdforward aidenpink DrHananAshrawi splcenter ajplus MiddleEastEye MiddleEastMnt ", "0"
"3122","AhmedAliBabbar3","#Israel",2020-08-31 15:53:23.0,"ISRAEL IS TERRORIST COUNTRYIsrael ", "0"
"3123","vyrag","#Israel",2020-08-31 15:53:09.0,"Why are we teaching Jewish children that they must debate Israel Why have we focused our efforts on proIsrael advocacy instead of launching a great civil rights movement GoldsteinBrooke  ", "0"
"3124","aprtirana","#Israel",2020-08-31 15:52:59.0,"RT BvLFoundation Looking for a career opportunity in earlychildhood and philanthropyWe have two open positions to join our Israel t", "0"
"3125","TomBauser","#Israel",2020-08-31 15:52:29.0,"RT DavidLevyIL Historic Peace flight operated by ELAL  from Israel to UAE  icao icaoFangLIU ELALUSA InfoAeroQuebec IsraelUAE", "0"
"3126","USA_Panorama","#Israel",2020-08-31 15:52:02.0,"Jared Kushner I saved 4 hourswatchIsraelAbuDhabi SaudiArabia ", "0"
"3127","ndoyec","#Israel",2020-08-31 15:51:06.0,"I still cant understand how the UAE deal with Israel is serving the palestinian cause especially that Israel is not giving up but only delaying its plans of annexation They just normalize the occupation like Egypt and Jordan did UAE Israel AbuDhabi FreePalestine", "0"
"3128","JoshuaZeidner","#Israel",2020-08-31 15:50:32.0,"RT ADGQ Great People of IsraelAnother historic day Watching  land in UAE was a Joyful sight Its an effort of many brave sou", "0"
"3129","The_NewArab","#Israel",2020-08-31 15:50:03.0,"Comment UAEIsrael normalisation should be understood in a broader context of illiberal antidemocratic actors solidifying their global alliances writes Sam Hamad ", "0"
"3130","jacobkornbluh","#Israel",2020-08-31 15:49:01.0,"RT BurtonJM A majority of Democratic voters in Massachusettss MA01  MA04 districts say a candidates support for Israel is a factor", "0"
"3131","JasonMBrodsky","#Israel",2020-08-31 15:48:12.0,"Historic video from today UAE Israel UAEIsrael ", "0"
"3132","AD_GQ","#Israel",2020-08-31 15:47:24.0,"Great People of IsraelAnother historic day Watching  land in UAE was a Joyful sight Its an effort of many brave souls I pray that our newlyestablished Peace  grow and lasts forever Thank You AmericaGod Bless and Protect this peace", "0"
"3133","Ostrov_A","#Israel",2020-08-31 15:47:22.0,"PM netanyahu to make a public announcement at 615pm this evening on the occasion of Israels historic delegation landing in UAE ", "0"
"3134","glassmeg","#Israel",2020-08-31 15:47:15.0,"RT arabnews UAEIsrael The UAE is set to welcome a USIsraeli delegation led by jaredkushner today who are arriving on a landmark com", "0"
"3135","PattiLy79084071","#Israel",2020-08-31 15:47:02.0,"RT StandWithUs BREAKING In a historic moment the Captain of El Al flight LY 971  the first commercial flight from Israel to the UAE", "0"
"3136","AzizAlghashian","#Israel",2020-08-31 15:46:15.0,"The UAEIsrael deal speaks to the leadership racevacuum in the MiddleEast AbuDhabi views Israel as springboard of the regional leadership of Arab normalisation with Israel and that is the avenue of a broader leadership bid by the UAE", "0"
"3137","PBI_PS","#Israel",2020-08-31 15:45:40.0,"Palestinian villagers clashed with Jewish colonists who tried to take over their land and build tents over themNoJusticeNoPeace occupation racism terrorism Israel palestine ", "0"
"3138","BDSreport","#Israel",2020-08-31 15:45:16.0,"RT StopAntisemitsm HISTORY MADE  For the first time an Israel El Al jet has landed in the UAE  By normalizing relations with now a", "0"
"3139","AlonBenMeir","#Israel",2020-08-31 15:44:42.0,"After learning that Israel  the UAE were normalizing relations Erdogan threatened to recall ambassador to UAE break off diplomatic relations for betrayal of Palestinians He doesnt give a damn about Palestinians this is just a ploy to further his personal Islamic agenda ", "0"
"3140","religion_state","#Israel",2020-08-31 15:43:00.0,"Israels Law of Return now 70 years old allowed thousands of nonJewish Polish women to come over with their Jewish husbands Some wished they had never come ", "0"
"3141","ellyngail","#Israel",2020-08-31 15:42:24.0,"Joseetje3 MisterTwyst KarinIbn Resistdwp COPIACOPMA1 BoomTown85 ProModelWorld Pakeha56 MelSwan8 Scot4Israel edgyedgy123 Scripteladora SwissTechie slax43 FRONTLINE972 yeswecat TheZionist3 AllenE12344 DanielMazahreh serhumanomiguel kimbennylarsen RevolutionNow21 Elswood3 TopRantKing Benjispuds YB1234oo SimonVrouwe snowflakenot YankeesRule iluvdemocracy99 Rasputinish themoiety PriestSanity noahguttman IsraelandStufff davidstarof Alonma221 HebMacMan ladyalmagreen pohonyangdamai maccabboi arminm64 WillyBehera aronalee Densnij AbuShlomo HillsHaveEyes02 BReginleif GrattanH CharlieLuchian2 Still wondering what motivates a person to go on Twitter to criticize Israel It would be like me trolling for a random purpose day after day I wish there was any other explanation except Jewhate", "0"
"3142","Haidar_Ahmad_","#Israel",2020-08-31 15:42:00.0,"The fire set by the Israeli occupation soldiers extended to the east of the barbed wire fence in the liberated territories in front of Majdal Shams town and reached the agricultural and lands in Quneitra countryside That also caused the blast of a landmineIsrael Syria ", "0"
"3143","TheCitizenTZ","#Israel",2020-08-31 15:41:05.0,"First IsraelUAE commercial flight may start historic Mid East journey ", "0"
"3144","ZionistColonist","#Israel",2020-08-31 15:40:20.0,"RT meoppressed HSajwanization UAE begged for ArmsTech from US to consummate UAEIsrael deal but dont forget they see their own benef", "0"
"3145","citizensforBH","#Israel",2020-08-31 15:40:08.0,"The UAE  any sovereign nation has the right to put its interests forward  above all Today there is an opportunity for economic strategic  security ties with Israel  that could serve Israel the Emirates  others in the region MiddleEast Abudhabi ", "0"
"3146","Gabrielpalatchi","#Israel",2020-08-31 15:39:44.0,"Feliz lunes happy Monday and shabua tov The sea makes me a happier human and is all the motivation and inspiration I need beach telaviv yafo jaffa israel middleeast sea mediterraneansea chilling ", "0"
"3147","MansourAlmazro2","#Israel",2020-08-31 15:39:41.0,"RT UAEForsan Bilateral relations between the UAE and Israel will directly contribute to providing job opportunities for young people", "0"
"3148","JMachayo","#Israel",2020-08-31 15:39:40.0,"RT MoradNews BREAKING Israeli Flight 971 carrying US Israeli officials incl Top aides to President Trump and Prime Minister Netanyahu", "0"
"3149","richardmarceau","#Israel",2020-08-31 15:39:34.0,"The word Peace in Arabic Hebrew  English on the plane of Israels natl carrier El Al that just landed in the UnitedArabEmirates A new era begins  peace Israel ", "0"
"3150","FlyoverProject","#Israel",2020-08-31 15:39:26.0,"Why are the UAE and Israel in such a hurry to normalise relations  ", "0"
"3151","MansourAlmazro2","#Israel",2020-08-31 15:39:25.0,"RT UAEForsan The international reactions to the historic peace treaty between the UAE and Israel were positiveYouAreResponsible http", "0"
"3152","MansourAlmazro2","#Israel",2020-08-31 15:39:07.0,"RT UAEForsan The direct step of the Emirati relations with Israel is not surprising as Arab countries and member states of the Organi", "0"
"3153","EmilyDenver8","#Israel",2020-08-31 15:38:58.0,"The people of Palestine has become a symbol of courage and resistance They stole Palestinians land destroyed their homes and built walls around them but the spirit of Palestinian resistance will not be brokenPalestineLivesMatters HumanRightsViolations Israel ", "0"
"3154","Zwoodbutcher","#Israel",2020-08-31 15:38:48.0,"RT IdoDaniel Israels ElAl Airlines added the word Peace in Arabic English and Hebrew to the plane that will be flying an Israeli de", "0"
"3155","kimtem630","#Israel",2020-08-31 15:38:27.0,"RT ObidanDela Meet captain otoyo the first luo to bleach in 1856 MwalimuRachel MwalimChurchill JalangoMwenyewe covid19millionares ", "0"
"3156","FPIPR","#Israel",2020-08-31 15:38:17.0,"We are honored to be a part of this great achievement and to help promote and propel Israels leading HealthTech ecosystem to the world ", "0"
"3157","rk70534","#Israel",2020-08-31 15:38:04.0,"AlmakdesyMedia A fire broke out as a result of the massive firing of sound and gas bombs by Israels occupation forces near Bartaa village southwest of Jenin on Palestines occupied West Bank ", "0"
"3158","RoboticBird","#Israel",2020-08-31 15:38:02.0,"IvankaTrump Amydford As Americans we can look back  remember a time when arriving in Israel and customs ask  Do you plan on visiting the Arab world Do you want a stamp Now being a thing of the past Thank you POTUS UAE Israel  ", "0"
"3159","citizensforBH","#Israel",2020-08-31 15:37:19.0,"The UAEIsrael deal is considered a start of a new chapter for diplomatic ties in the region following seven decades of a political stalemate between Israel and the ArabianGulf countries Bahrain  Abudhabi  Manama", "0"
"3160","PoliticalHub24","#Israel",2020-08-31 15:36:49.0,"WHITE HOUSE Senior Advisor jaredkushner Complete Briefing at Abu Dhabi International Airport in UAE Jared Kushner JaredKushner jared Kushner Ivanka UAEIsrael IsraelUAE Israel UAE TeamTrump TeamTrump Trump2020 Trump2020Landslide WATCH NOW", "0"
"3161","GeorgioC23","#Israel",2020-08-31 15:36:25.0,"It is so nice to see Peace developing in the Middle East Israel and UAE have injected muchneeded hope and optimism in a region which desperately needs it The voices of hate and evil have also reared their ugly heads and must be brought to see the light SanctionTurkey ", "0"
"3162","usman342wb","#Israel",2020-08-31 15:36:15.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3163","Shahidlived","#Israel",2020-08-31 15:35:49.0,"Why Israel attack USA Navy ", "0"
"3164","drmallickseeme1","#Israel",2020-08-31 15:35:44.0,"RT jenkersen UAEIsrael accord will revive hope for peace in the region  ", "0"
"3165","MuslimLivesMata","#Israel",2020-08-31 15:35:18.0,"trtworld ApartheidIsrael carried out a premeditated terror attack against the USSLiberty and crewThe USA response was to whitewash the incident and increase funding for the occupier IsraelJewish leaders who were critical of the USA war in Vietnam also agreed to become silent", "0"
"3166","BaghdadPostPlus","#Israel",2020-08-31 15:35:00.0,"History is made as the first ever commercial flight between Israel and the UAE lands in AbuDhabiBaghdadPost UAEIsrael ", "0"
"3167","MuslimLivesMata","#Israel",2020-08-31 15:34:51.0,"ApartheidIsrael carried out a premeditated terror attack against the USSLiberty and crewThe USA response was to whitewash the incident and increase funding for the occupier IsraelJewish leaders who were critical of the USA war in Vietnam also agreed to become silent ", "0"
"3168","NickiMarie720","#Israel",2020-08-31 15:34:36.0,"Madness And Chaos at 2018 TelAviv Gay Pride In Israel", "0"
"3169","usman342wb","#Israel",2020-08-31 15:34:36.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3170","usman342wb","#Israel",2020-08-31 15:34:19.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3171","mamashami","#Israel",2020-08-31 15:33:44.0,"War on Yemen is made in Israel has always been indeed ", "0"
"3172","nwdprodesign","#Israel",2020-08-31 15:32:52.0,"Professional Design Development Marketing and more starting at 50 per pagewebdesign development seo COVID19 MondayMotivation MondayMorning Israel COVID ", "0"
"3173","RabbiP","#Israel",2020-08-31 15:32:18.0,"Two Jews and a Muslim were sitting in an officeSimply amazingjudaism israel jerusalem jewishlife jewishpride jewishcleveland jewish kosher jewishgirls jewishfood jewishheritage israel  jerusalemoftheday UAEIsrael UAE ", "0"
"3174","Chenagrrl","#Israel",2020-08-31 15:32:18.0,"IvankaTrump Well toots most of the replies on jaredkushner were negative We all know that the Middle East rams are as stable as the unstable leadership I would love to see Israel fend for itself We could use that  for roads and schools", "0"
"3175","shiftingshifter","#Israel",2020-08-31 15:32:16.0,"montie pritipatel wanted to use it to fund bombs for Israel anyway", "0"
"3176","GTurcs","#Israel",2020-08-31 15:32:05.0,"Muslim Turkey recognised Isral in 1949 We got no lesson to receive from you IvankaTrump Israel Turkey ", "0"
"3177","Noble30879886","#Israel",2020-08-31 15:31:49.0,"RT JerusalemPost Israel human rights groups want to put a stop to Shin Bet tracking", "0"
"3178","FedUpwDemsLIES","#Israel",2020-08-31 15:31:43.0,"HISTORIC  Congratulations Israel UAE USA ", "0"
"3179","MargeSCA","#Israel",2020-08-31 15:31:35.0,"RT YousefAlhelou At a time Israel is proud to have struck a peace deal with UAE yet its fanatic Israeli settlers kill animals owners b", "0"
"3180","Jerusalem_Post","#Israel",2020-08-31 15:31:07.0,"Israel human rights groups want to put a stop to Shin Bet tracking", "0"
"3181","Salute99689747","#Israel",2020-08-31 15:31:05.0,"AlArabiyaEng Does Israel finally accept the peace conditions", "0"
"3182","DennyPhillips","#Israel",2020-08-31 15:30:59.0,"RT i24NEWSEN Entrepreneurs based in the UAE and Israel Raphael Nagel and Robert Curtis founded the UAEIsrael Chamber of Commerce to", "0"
"3183","soysionista","#Israel",2020-08-31 15:30:52.0,"RT StandWithUs Checkin counters for Israels firstever commercial flight to the UAE LY 971 are open at BenGurion Airport The fli", "0"
"3184","JohnHuxtable11","#Israel",2020-08-31 15:30:49.0,"The Palestinians want Gaza  East Jerusalem and all of The West Bankas part of their future StateIsrael will only allow the Pals 70 of The West Bank and they will not allow them to have any of the sensitive holy sites1967 BordersAnnexation is on hold for now", "0"
"3185","sungurl9","#Israel",2020-08-31 15:30:29.0,"RT USAPanorama THANKYOU realDonaldTrump Blessed are the peace makersIsraelUAEIsrael", "0"
"3186","Eng_khalil_","#Israel",2020-08-31 15:30:13.0,"WHNSC Thats great NEWSLets hope Israel netanyahu will continue to make the Arabs deal with PalestineSaudi Arabia waiting himPeace for Peace ", "0"
"3187","Ostrov_A","#Israel",2020-08-31 15:30:07.0,"It really must be underscored that this historic peace between Israel  UAE would not have been possible were it not for the leadership of realDonaldTrump US Administration who were prepared to forgo failed policies of the past and embark on this courageous new path ", "0"
"3188","papasemail2013","#Israel",2020-08-31 15:30:05.0,"Petition Jerusalem must remain the eternal undivided capital of Israel standwithisrael Sign  ", "0"
"3189","ecomnewsmed","#Israel",2020-08-31 15:30:00.0,"Israel netanyahu IsraeliPM   The normalization of ties between Israel and the United Arab Emirates will pave the way for treaties with more Arab countries as it removed the Palestinian veto on peace between the Jewish state and the world Arab  jaredkushner ", "0"
"3190","mamashami","#Israel",2020-08-31 15:29:42.0,"The UAE is officially a Zionist We know the regime is but what about the ppl in the Emirates Ppl in the region Will they follow Israel or Allah It is either or ", "0"
"3191","tammybenhaim","#Israel",2020-08-31 15:29:41.0,"On this groundbreaking day of the flight from Israel to UAE we recall another historical moment  March 3 1980 the first commercial flight between Israel and Egypt The hieroglyphics on the side read ELAL Moshe MilnerGPO Hoping for peace ", "0"
"3192","ArabNewsjp","#Israel",2020-08-31 15:29:41.0,"UPDATE jaredkushner and head of Israels National Security Council Meir BenShabbat with UAE Minister of State for Foreign Affairs AnwarGargashUAEIsrael ", "0"
"3193","Pegasus_39912","#Israel",2020-08-31 15:29:21.0,"Petition Jerusalem must remain the eternal undivided capital of Israel standwithisrael Sign   ", "0"
"3194","StopAntisemitsm","#Israel",2020-08-31 15:28:52.0,"HISTORY MADE  For the first time an Israel El Al jet has landed in the UAE  By normalizing relations with now another Arab neighbor Israel has taken a crucial step to help fight antisemitism in the Middle East and globally ", "0"
"3195","khalid4104","#Israel",2020-08-31 15:28:26.0,"A historic public meeting The meeting of the Israeli National Security Adviser Meir Bin Shabat with Anwar Gargash Minister of State for Foreign Affairs United Arab Emirates UAE  Israel   USA peace  ", "0"
"3196","HornToday","#Israel",2020-08-31 15:28:22.0,"RT SomaliGuardian BREAKING First commercial flight from Israel to the UAE is taking place marking a major step in normalizing relatio", "0"
